gender,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,Churn,CustomerSegment,ChurnProba,RiskCategory
Female,0,52,Two year,19.35,1031.7,No,Low Value,0.029701434,Low Risk
Male,0,0,Two year,25.35,25.35,No,Low Value,0.018027108,Low Risk
Female,0,2,One year,20.45,34.8,No,Low Value,0.01918074,Low Risk
Female,0,65,Two year,19.35,1319.95,No,Medium Value,0.012463661,Low Risk
Male,1,43,Month-to-month,101.0,4388.4,Yes,High Value,0.8987815,High Risk
Male,0,4,Month-to-month,100.2,420.2,Yes,Medium Value,0.8883893,High Risk
Male,1,25,One year,89.05,2177.45,Yes,Medium Value,0.2011928,Low Risk
Female,0,51,One year,78.65,3950.85,No,High Value,0.024612362,Low Risk
Male,0,12,Month-to-month,74.75,827.05,No,Medium Value,0.15976626,Low Risk
Female,0,57,One year,70.1,3913.3,Yes,High Value,0.014618726,Low Risk
Female,0,24,One year,19.9,533.5,No,Low Value,0.015089102,Low Risk
Female,0,64,One year,58.35,3756.45,No,Medium Value,0.014698895,Low Risk
Female,0,4,One year,105.65,443.9,Yes,High Value,0.42136455,Medium Risk
Female,0,26,Month-to-month,100.5,2599.95,No,High Value,0.42917088,Medium Risk
Female,0,15,Month-to-month,20.05,284.3,No,Low Value,0.08830209,Low Risk
Male,1,64,Two year,25.65,1740.8,No,Medium Value,0.0044508744,Low Risk
Male,1,36,Month-to-month,96.5,3436.1,Yes,High Value,0.5315727,Medium Risk
Female,0,27,Month-to-month,95.0,2462.55,No,High Value,0.2918638,Low Risk
Male,1,1,Month-to-month,70.85,70.85,Yes,Low Value,0.7805525,High Risk
Female,0,35,One year,85.95,3110.1,Yes,High Value,0.08098336,Low Risk
Male,0,4,Month-to-month,73.9,280.85,Yes,Low Value,0.6123719,Medium Risk
Female,0,8,Month-to-month,45.45,411.75,No,Low Value,0.2830691,Low Risk
Male,0,10,Month-to-month,20.0,198.6,No,Low Value,0.0552626,Low Risk
Female,0,2,Month-to-month,49.2,103.7,No,Low Value,0.33298022,Low Risk
Female,0,58,Two year,109.45,6144.55,Yes,High Value,0.62256014,Medium Risk
Male,0,51,Two year,83.25,4089.45,No,High Value,0.014537014,Low Risk
Female,0,46,Two year,19.25,864.2,No,Low Value,0.00789969,Low Risk
Male,0,1,Month-to-month,19.65,19.65,No,Low Value,0.2912829,Low Risk
Male,0,46,Month-to-month,72.8,3249.4,No,Medium Value,0.18522142,Low Risk
Female,0,50,Month-to-month,109.65,5405.8,No,High Value,0.20914353,Low Risk
Male,0,53,Month-to-month,65.0,3363.8,No,Medium Value,0.051474277,Low Risk
Male,0,61,Month-to-month,114.1,7132.15,No,High Value,0.16013688,Low Risk
Male,0,5,Month-to-month,20.65,93.55,No,Low Value,0.0481723,Low Risk
Male,0,47,One year,86.95,4138.9,No,High Value,0.045256667,Low Risk
Female,0,54,One year,94.75,5121.75,No,High Value,0.12235906,Low Risk
Male,0,19,Month-to-month,25.35,566.1,No,Low Value,0.07290891,Low Risk
Female,0,26,Two year,105.45,2715.3,No,High Value,0.037573185,Low Risk
Male,0,70,Two year,25.4,1782.05,No,Medium Value,0.00154829,Low Risk
Male,0,17,Month-to-month,102.55,1742.5,No,High Value,0.48615548,Medium Risk
Female,0,30,Month-to-month,100.2,2983.8,Yes,High Value,0.6590594,High Risk
Female,0,1,Month-to-month,24.0,24.0,No,Low Value,0.28103995,Low Risk
Female,0,19,Two year,25.6,485.9,No,Low Value,0.005926648,Low Risk
Female,0,26,Two year,73.5,1905.7,No,Medium Value,0.012119456,Low Risk
Female,0,21,Month-to-month,74.05,1565.7,Yes,Medium Value,0.5355575,Medium Risk
Male,0,50,One year,98.25,4858.7,No,High Value,0.2724636,Low Risk
Female,0,68,One year,54.4,3723.65,No,High Value,0.07644676,Low Risk
Male,0,3,Month-to-month,101.55,298.35,Yes,Medium Value,0.9105614,High Risk
Male,0,9,Month-to-month,103.1,970.45,No,High Value,0.38368216,Medium Risk
Female,0,51,Two year,34.2,1782.0,No,Medium Value,0.0060141794,Low Risk
Female,0,9,Month-to-month,43.75,405.7,No,Low Value,0.50768596,Medium Risk
Male,1,41,One year,111.95,4534.9,Yes,High Value,0.52036905,Medium Risk
Male,0,22,Month-to-month,100.65,2415.95,No,High Value,0.5232178,Medium Risk
Female,0,21,One year,55.95,1157.05,Yes,Medium Value,0.5142472,Medium Risk
Male,0,71,Two year,116.05,8297.5,No,High Value,0.009530787,Low Risk
Male,0,1,Month-to-month,45.75,45.75,Yes,Low Value,0.6935968,High Risk
Male,0,26,One year,82.0,2083.1,No,High Value,0.08081118,Low Risk
Male,0,71,Two year,65.15,4681.75,No,High Value,0.01318287,Low Risk
Male,0,4,Month-to-month,44.8,176.2,No,Low Value,0.32232407,Low Risk
Female,0,12,Month-to-month,79.8,1001.2,No,Medium Value,0.35629836,Medium Risk
Female,0,18,Month-to-month,88.85,1594.75,No,Medium Value,0.5089756,Medium Risk
Female,0,3,Month-to-month,74.95,212.4,No,Low Value,0.8130844,High Risk
Female,1,72,One year,106.85,7677.4,No,High Value,0.023255162,Low Risk
Male,0,11,Month-to-month,74.95,815.5,Yes,Medium Value,0.42406458,Medium Risk
Female,0,1,Month-to-month,80.15,80.15,Yes,Low Value,0.9030701,High Risk
Male,0,13,One year,19.3,259.65,No,Low Value,0.010800227,Low Risk
Female,0,72,One year,109.25,8109.8,Yes,High Value,0.5301856,Medium Risk
Male,0,42,One year,56.1,2386.85,No,Medium Value,0.05830928,Low Risk
Female,0,17,Month-to-month,19.7,340.35,No,Low Value,0.07089431,Low Risk
Female,1,7,Month-to-month,51.3,419.35,No,Low Value,0.18461534,Low Risk
Female,0,68,Two year,118.6,7990.05,No,High Value,0.03924663,Low Risk
Male,0,56,Two year,24.15,1402.25,No,Medium Value,0.0053444346,Low Risk
Female,0,38,One year,20.3,749.35,No,Low Value,0.006505509,Low Risk
Female,0,72,Two year,115.5,8425.15,No,High Value,0.009401659,Low Risk
Female,0,48,One year,25.05,1171.5,No,Medium Value,0.02861569,Low Risk
Female,1,52,Month-to-month,109.1,5647.95,No,High Value,0.2675098,Low Risk
Female,0,35,One year,19.65,708.8,No,Low Value,0.01047635,Low Risk
Male,0,67,Two year,111.3,7567.2,No,High Value,0.2941866,Low Risk
Female,0,1,Month-to-month,29.9,29.9,No,Low Value,0.34360185,Low Risk
Male,0,53,Month-to-month,80.6,4348.1,No,High Value,0.0751332,Low Risk
Male,0,34,Month-to-month,20.8,635.9,No,Low Value,0.014848387,Low Risk
Female,0,3,Month-to-month,35.2,108.95,Yes,Low Value,0.5099122,Medium Risk
Female,0,1,Month-to-month,78.8,78.8,Yes,Low Value,0.94074005,High Risk
Male,0,19,Month-to-month,89.95,1682.4,No,Medium Value,0.20594472,Low Risk
Female,1,60,Two year,116.05,6925.9,No,High Value,0.024600932,Low Risk
Male,0,11,Two year,19.55,223.15,No,Low Value,0.005563342,Low Risk
Female,0,47,Month-to-month,106.4,5127.95,Yes,High Value,0.5609986,Medium Risk
Male,0,18,Month-to-month,49.4,874.8,Yes,Low Value,0.31809032,Low Risk
Female,0,60,Two year,115.25,6758.45,No,High Value,0.015077784,Low Risk
Male,0,72,Two year,24.8,1874.3,No,Medium Value,0.0036539775,Low Risk
Male,0,39,One year,19.9,791.15,No,Low Value,0.0039940723,Low Risk
Female,0,59,One year,81.25,4639.45,No,High Value,0.025823893,Low Risk
Male,0,2,Month-to-month,69.95,143.9,No,Low Value,0.41683137,Medium Risk
Male,1,1,Month-to-month,69.1,69.1,Yes,Low Value,0.92253107,High Risk
Male,0,20,Month-to-month,90.2,1776.55,Yes,Medium Value,0.5985977,Medium Risk
Female,0,6,Month-to-month,93.55,536.4,Yes,Medium Value,0.9118613,High Risk
Male,0,71,Two year,86.4,6172.0,No,High Value,0.01061049,Low Risk
Female,0,24,Month-to-month,66.3,1559.45,No,Medium Value,0.06506224,Low Risk
Male,1,67,Month-to-month,94.65,6079.0,No,High Value,0.5824602,Medium Risk
Male,0,1,Month-to-month,80.85,80.85,Yes,Low Value,0.9150273,High Risk
Female,0,48,One year,82.05,4029.95,Yes,High Value,0.5558843,Medium Risk
Female,0,37,One year,72.1,2658.4,No,Medium Value,0.06849362,Low Risk
Male,0,11,Month-to-month,34.7,383.55,No,Low Value,0.15017551,Low Risk
Male,0,3,Month-to-month,20.55,51.15,Yes,Low Value,0.15979098,Low Risk
Female,0,18,Month-to-month,95.95,1745.5,No,High Value,0.46054915,Medium Risk
Male,0,50,One year,44.8,2230.85,No,Medium Value,0.010261906,Low Risk
Female,0,67,One year,109.4,7281.6,No,High Value,0.03190557,Low Risk
Female,0,25,Month-to-month,71.05,1837.7,No,Medium Value,0.07594306,Low Risk
Female,1,2,Month-to-month,78.55,149.55,Yes,Low Value,0.8713452,High Risk
Male,0,9,Month-to-month,19.7,180.7,No,Low Value,0.041507095,Low Risk
Female,0,10,One year,40.25,411.45,No,Low Value,0.030237036,Low Risk
Female,0,70,Two year,19.85,1328.35,No,Medium Value,0.003409545,Low Risk
Male,0,9,Month-to-month,68.25,576.95,No,Medium Value,0.10003571,Low Risk
Female,0,4,Month-to-month,20.15,68.45,No,Low Value,0.1472945,Low Risk
Female,0,2,Month-to-month,50.95,123.05,No,Low Value,0.20466428,Low Risk
Female,0,1,Month-to-month,78.65,78.65,Yes,Low Value,0.9099437,High Risk
Male,0,19,Month-to-month,25.15,468.35,No,Low Value,0.24565352,Low Risk
Male,0,7,Month-to-month,20.25,174.7,No,Low Value,0.08300037,Low Risk
Male,0,1,Month-to-month,42.9,42.9,Yes,Low Value,0.64498097,Medium Risk
Male,1,1,Month-to-month,44.0,44.0,No,Low Value,0.32089788,Low Risk
Female,0,9,One year,20.25,172.35,No,Low Value,0.04725612,Low Risk
Female,0,3,Month-to-month,34.25,139.35,Yes,Low Value,0.37359327,Medium Risk
Female,0,9,Month-to-month,58.5,539.85,Yes,Medium Value,0.54654896,Medium Risk
Female,0,5,Month-to-month,55.8,300.4,No,Low Value,0.18623896,Low Risk
Female,0,56,One year,88.9,4968.0,No,High Value,0.051298425,Low Risk
Female,0,18,Month-to-month,57.65,992.7,No,Medium Value,0.14815351,Low Risk
Male,1,49,Month-to-month,96.2,4718.25,Yes,High Value,0.9159825,High Risk
Male,0,70,Two year,79.15,5536.5,No,High Value,0.0053143096,Low Risk
Female,0,72,Two year,108.05,7806.6,No,High Value,0.013944375,Low Risk
Female,1,6,Month-to-month,74.4,434.1,Yes,Low Value,0.59868795,Medium Risk
Male,1,17,Month-to-month,94.8,1563.9,No,Medium Value,0.3919848,Medium Risk
Male,0,29,Month-to-month,45.9,1332.4,No,Medium Value,0.26505634,Low Risk
Female,0,6,Month-to-month,105.3,545.2,Yes,High Value,0.83080935,High Risk
Male,0,63,Two year,102.6,6296.75,No,High Value,0.06587329,Low Risk
Male,0,16,Month-to-month,73.85,1284.2,Yes,Medium Value,0.5276342,Medium Risk
Male,0,59,One year,61.35,3645.5,No,Medium Value,0.056150384,Low Risk
Female,0,3,Month-to-month,57.55,161.45,No,Low Value,0.318528,Low Risk
Female,0,8,Month-to-month,29.25,226.95,No,Low Value,0.24032249,Low Risk
Female,1,7,Month-to-month,84.55,646.85,Yes,Medium Value,0.86903805,High Risk
Female,0,68,Two year,19.6,1441.65,No,Medium Value,0.004261473,Low Risk
Female,0,68,Two year,111.75,7511.3,No,High Value,0.045781378,Low Risk
Female,1,52,One year,106.5,5621.85,No,High Value,0.2595632,Low Risk
Male,0,72,Two year,107.7,7919.8,No,High Value,0.004436083,Low Risk
Female,0,32,One year,19.3,593.2,No,Low Value,0.006260035,Low Risk
Female,0,72,Two year,20.05,1423.65,No,Medium Value,0.001169038,Low Risk
Male,0,1,Month-to-month,69.95,69.95,No,Low Value,0.6147539,Medium Risk
Male,0,42,One year,63.7,2763.35,No,Medium Value,0.08125901,Low Risk
Female,0,25,Two year,24.75,692.1,Yes,Low Value,0.21987325,Low Risk
Male,0,45,Month-to-month,50.9,2298.55,No,Medium Value,0.081477314,Low Risk
Female,0,43,One year,60.4,2640.55,No,Medium Value,0.08301364,Low Risk
Male,0,37,One year,79.25,2911.8,No,High Value,0.046049356,Low Risk
Female,1,20,Month-to-month,85.8,1727.5,Yes,Medium Value,0.3512753,Medium Risk
Female,0,4,Month-to-month,24.45,86.6,Yes,Low Value,0.6741146,High Risk
Male,0,63,Two year,110.1,6705.7,No,High Value,0.05072495,Low Risk
Male,0,3,Month-to-month,90.7,237.65,No,Medium Value,0.48304892,Medium Risk
Male,0,66,Two year,25.3,1672.35,No,Medium Value,0.0016056211,Low Risk
Male,0,28,Month-to-month,105.7,2979.5,Yes,High Value,0.6730242,High Risk
Female,1,8,Month-to-month,85.2,695.75,No,Medium Value,0.6102385,Medium Risk
Male,0,71,Two year,24.35,1654.6,No,Medium Value,0.0019511248,Low Risk
Male,0,1,Month-to-month,24.25,24.25,Yes,Low Value,0.71875745,High Risk
Female,0,72,Two year,25.1,1857.85,No,Medium Value,0.0020723203,Low Risk
Male,1,16,Month-to-month,54.55,825.1,No,Medium Value,0.331532,Low Risk
Male,0,66,Two year,96.6,6424.25,No,High Value,0.012866309,Low Risk
Female,0,11,Month-to-month,76.5,837.95,Yes,Medium Value,0.6547123,High Risk
Male,0,51,One year,81.15,4126.2,No,High Value,0.0792404,Low Risk
Female,0,8,Month-to-month,38.5,330.8,No,Low Value,0.2761982,Low Risk
Male,0,14,Month-to-month,92.9,1337.45,No,Medium Value,0.4033616,Medium Risk
Female,0,4,Month-to-month,93.5,362.2,Yes,Medium Value,0.8654282,High Risk
Female,0,70,Two year,84.7,5991.05,No,High Value,0.0014877113,Low Risk
Female,0,70,Two year,66.0,4891.5,No,High Value,0.073910944,Low Risk
Female,1,54,One year,101.5,5373.1,Yes,High Value,0.50950783,Medium Risk
Male,0,28,Month-to-month,74.9,2068.55,Yes,Medium Value,0.32421243,Low Risk
Male,0,24,Two year,20.75,487.05,No,Low Value,0.0022581888,Low Risk
Female,0,69,Two year,61.45,4131.2,No,High Value,0.009588789,Low Risk
Male,0,42,Month-to-month,54.5,2301.15,No,Medium Value,0.09382827,Low Risk
Female,1,2,Month-to-month,69.6,131.65,Yes,Low Value,0.5320194,Medium Risk
Female,1,39,Month-to-month,99.75,4036.0,No,High Value,0.5202175,Medium Risk
Male,0,45,Two year,109.75,4900.65,No,High Value,0.143913,Low Risk
Male,0,72,Two year,80.85,5727.45,No,High Value,0.0016863629,Low Risk
Female,0,38,Two year,20.3,743.05,No,Low Value,0.0044199326,Low Risk
Male,0,72,Two year,67.8,4804.65,No,High Value,0.0041765226,Low Risk
Male,0,1,Month-to-month,24.05,24.05,Yes,Low Value,0.39525685,Medium Risk
Male,0,72,Two year,19.8,1414.65,No,Medium Value,0.0011945133,Low Risk
Male,0,55,Two year,25.7,1443.65,No,Medium Value,0.013055429,Low Risk
Female,0,51,One year,56.15,2898.95,No,Medium Value,0.03728702,Low Risk
Male,0,63,Two year,86.7,5309.5,No,High Value,0.0027155252,Low Risk
Female,0,1,Month-to-month,20.4,20.4,No,Low Value,0.1799112,Low Risk
Female,0,23,Two year,19.65,451.55,No,Low Value,0.005532858,Low Risk
Female,0,1,Month-to-month,50.55,50.55,Yes,Low Value,0.5748931,Medium Risk
Female,0,2,Month-to-month,54.35,117.05,No,Low Value,0.4827578,Medium Risk
Female,1,52,Month-to-month,108.1,5839.3,No,High Value,0.10484892,Low Risk
Female,0,36,One year,54.45,1893.5,No,Medium Value,0.014935063,Low Risk
Female,0,1,Month-to-month,45.35,45.35,No,Low Value,0.44589782,Medium Risk
Female,0,28,One year,59.0,1654.45,No,Medium Value,0.0114452345,Low Risk
Female,0,7,One year,69.45,477.05,No,Medium Value,0.02576957,Low Risk
Male,0,14,Month-to-month,100.55,1415.55,Yes,High Value,0.7550542,High Risk
Male,1,72,Two year,64.95,4546.0,No,High Value,0.006633473,Low Risk
Female,0,1,Month-to-month,20.5,20.5,Yes,Low Value,0.623174,Medium Risk
Female,0,10,Month-to-month,18.85,163.2,No,Low Value,0.022206493,Low Risk
Male,0,42,One year,19.8,849.9,No,Low Value,0.00959679,Low Risk
Female,0,7,Month-to-month,25.05,189.95,No,Low Value,0.22058327,Low Risk
Male,0,4,Month-to-month,74.8,321.9,Yes,Low Value,0.54568756,Medium Risk
Male,0,72,Two year,114.3,8058.55,No,High Value,0.004224188,Low Risk
Female,0,20,Month-to-month,24.45,482.8,Yes,Low Value,0.61955804,Medium Risk
Male,0,63,Two year,109.2,7049.75,No,High Value,0.08366626,Low Risk
Female,0,56,Two year,45.05,2560.1,No,Medium Value,0.00558692,Low Risk
Female,0,5,Month-to-month,51.0,286.8,No,Low Value,0.38255277,Medium Risk
Female,0,72,Two year,110.45,7982.5,No,High Value,0.0065086465,Low Risk
Male,1,68,Month-to-month,84.65,5683.6,No,High Value,0.22218333,Low Risk
Male,0,67,One year,60.05,3994.05,No,High Value,0.0064850547,Low Risk
Male,0,8,Month-to-month,44.65,369.15,No,Low Value,0.16569701,Low Risk
Male,0,52,Month-to-month,93.25,4631.7,No,High Value,0.065870576,Low Risk
Female,0,18,Month-to-month,20.25,401.95,No,Low Value,0.065183096,Low Risk
Female,0,59,Two year,25.45,1534.05,No,Medium Value,0.0036938004,Low Risk
Female,0,60,Two year,20.6,1093.0,No,Medium Value,0.055899255,Low Risk
Male,0,7,Month-to-month,94.1,701.3,No,Medium Value,0.8441382,High Risk
Male,0,59,One year,34.8,1980.3,No,Medium Value,0.015854852,Low Risk
Male,0,46,Two year,60.75,2893.4,No,High Value,0.008845741,Low Risk
Male,0,5,Month-to-month,51.35,262.3,No,Low Value,0.3937288,Medium Risk
Male,1,59,Two year,64.05,3886.85,No,High Value,0.023722043,Low Risk
Female,0,70,Two year,84.8,5917.55,No,High Value,0.005990782,Low Risk
Female,0,14,Month-to-month,71.0,914.0,Yes,Low Value,0.42162505,Medium Risk
Female,0,44,Month-to-month,50.15,2139.1,No,Medium Value,0.035306524,Low Risk
Female,0,64,Two year,94.6,5948.7,No,High Value,0.054714013,Low Risk
Female,0,58,Two year,59.75,3624.35,No,High Value,0.005984884,Low Risk
Female,1,46,One year,100.25,4753.85,No,High Value,0.09668557,Low Risk
Male,1,58,Month-to-month,98.9,5780.7,No,High Value,0.4640906,Medium Risk
Female,0,72,Two year,97.7,6869.7,No,High Value,0.013235084,Low Risk
Female,1,30,Month-to-month,40.3,1172.95,Yes,Medium Value,0.5986125,Medium Risk
Male,1,11,Month-to-month,60.25,662.95,No,Medium Value,0.13050379,Low Risk
Female,1,34,Month-to-month,56.25,1765.95,No,Medium Value,0.22220682,Low Risk
Male,0,54,Two year,46.2,2431.95,No,Medium Value,0.013620362,Low Risk
Female,0,3,Month-to-month,50.6,155.35,Yes,Low Value,0.87507856,High Risk
Female,0,72,Two year,24.9,1859.2,No,Medium Value,0.0017832494,Low Risk
Female,0,40,Month-to-month,84.85,3303.05,Yes,High Value,0.64378434,Medium Risk
Female,0,2,Month-to-month,65.7,134.35,Yes,Low Value,0.364409,Medium Risk
Male,0,54,Two year,63.35,3409.1,No,Medium Value,0.014876307,Low Risk
Female,0,14,Month-to-month,50.1,709.5,No,Low Value,0.12170506,Low Risk
Female,0,1,Month-to-month,70.5,70.5,Yes,Low Value,0.68011576,High Risk
Female,0,10,Month-to-month,94.85,953.45,Yes,Medium Value,0.8300418,High Risk
Female,0,1,Month-to-month,50.15,50.15,No,Low Value,0.27196023,Low Risk
Male,0,1,Month-to-month,19.75,19.75,Yes,Low Value,0.35363683,Medium Risk
Male,0,56,One year,64.65,3665.55,No,High Value,0.01244142,Low Risk
Female,0,68,Two year,79.6,5515.8,No,High Value,0.007181725,Low Risk
Female,0,14,One year,19.5,272.0,No,Low Value,0.018108398,Low Risk
Male,0,68,Two year,99.55,6668.0,No,High Value,0.04928441,Low Risk
Male,1,55,Month-to-month,74.0,4052.4,No,Medium Value,0.3100763,Low Risk
Female,0,16,Month-to-month,38.9,664.4,No,Low Value,0.5472224,Medium Risk
Male,1,9,Month-to-month,79.55,718.55,No,Medium Value,0.48335987,Medium Risk
Male,0,14,Month-to-month,65.45,937.6,Yes,Medium Value,0.45795363,Medium Risk
Male,1,58,Month-to-month,98.7,5812.6,Yes,High Value,0.76313007,High Risk
Male,0,53,Month-to-month,46.3,2546.85,No,Medium Value,0.06820894,Low Risk
Male,0,70,Two year,99.35,6944.5,No,High Value,0.054942552,Low Risk
Female,1,14,Month-to-month,95.8,1346.3,No,Medium Value,0.52783465,Medium Risk
Male,0,22,One year,67.5,1544.05,Yes,Medium Value,0.073451504,Low Risk
Female,0,10,Month-to-month,78.15,765.15,No,Medium Value,0.5126229,Medium Risk
Female,0,29,Two year,26.1,692.55,No,Low Value,0.019156303,Low Risk
Female,0,1,Month-to-month,69.6,69.6,Yes,Low Value,0.95342493,High Risk
Male,0,49,One year,84.35,4059.35,Yes,High Value,0.40606022,Medium Risk
Female,1,68,Month-to-month,100.2,6851.65,Yes,High Value,0.6660466,High Risk
Female,0,1,Month-to-month,78.05,78.05,Yes,Low Value,0.9470564,High Risk
Female,0,30,One year,40.35,1187.05,No,Medium Value,0.067607656,Low Risk
Female,0,72,Two year,79.2,5401.9,No,High Value,0.004356736,Low Risk
Female,0,10,Month-to-month,20.9,247.0,No,Low Value,0.08552543,Low Risk
Male,0,7,Month-to-month,73.6,520.0,Yes,Low Value,0.55023074,Medium Risk
Female,0,9,Month-to-month,74.75,706.6,Yes,Low Value,0.67492473,High Risk
Female,0,1,Month-to-month,49.9,49.9,No,Low Value,0.2206318,Low Risk
Female,0,20,Month-to-month,68.9,1370.35,No,Medium Value,0.08567997,Low Risk
Female,0,1,Month-to-month,20.25,20.25,No,Low Value,0.40950745,Medium Risk
Female,0,29,Month-to-month,76.0,2215.25,No,Medium Value,0.25096893,Low Risk
Male,0,1,Month-to-month,74.0,74.0,No,Low Value,0.22027935,Low Risk
Male,0,3,Month-to-month,82.3,214.4,No,Medium Value,0.19924341,Low Risk
Female,0,20,Month-to-month,89.4,1871.15,No,Medium Value,0.1968698,Low Risk
Male,0,64,Month-to-month,99.15,6171.2,No,High Value,0.085850894,Low Risk
Male,0,1,Month-to-month,20.2,20.2,Yes,Low Value,0.5051902,Medium Risk
Female,0,6,Month-to-month,29.45,161.45,No,Low Value,0.25884885,Low Risk
Male,0,50,Two year,19.8,1013.2,No,Low Value,0.012121871,Low Risk
Male,0,6,Month-to-month,59.15,336.7,No,Low Value,0.13770713,Low Risk
Male,0,7,Month-to-month,44.75,333.65,No,Low Value,0.23213622,Low Risk
Male,0,72,Two year,90.8,6511.8,No,High Value,0.01418593,Low Risk
Male,0,8,Month-to-month,49.55,393.45,No,Low Value,0.1880372,Low Risk
Female,0,67,Two year,106.7,7009.5,No,High Value,0.05286325,Low Risk
Female,1,24,Month-to-month,93.55,2264.05,Yes,Medium Value,0.78394717,High Risk
Female,0,72,Two year,94.45,6921.7,No,High Value,0.008965981,Low Risk
Male,0,33,One year,19.45,600.25,No,Low Value,0.0142512955,Low Risk
